nmm_text_id,lang,type,nmm_text_for_search,expected_nmm_id
nmm_t_15646,zh,nmmsn_zh,净制牛蒡果实或根是一种天然药材。,nmm-030o
nmm_t_15647,en,nmmgn,Jing-niu-bang is a kind of Natural Medicinal Material.,nmm-030o
nmm_t_15648,zh,nmmgn_zh,净牛蒡是一种天然药材。,nmm-030o
nmm_t_15649,en,nmmsn,Cyclosorus aridus Herb is a kind of Natural Medicinal Material.,nmm-030p
nmm_t_15650,zh,nmmsn_zh,干旱毛蕨全草是一种天然药材。,nmm-030p
nmm_t_15651,en,nmmgn,Gan-han-mao-jue is a kind of Natural Medicinal Material.,nmm-030p
nmm_t_15652,zh,nmmgn_zh,干旱毛蕨是一种天然药材。,nmm-030p
nmm_t_15653,en,nmmsn,Cyclosorus aridus Herb Cleaned is a kind of Natural Medicinal Material.,nmm-030q
nmm_t_15654,zh,nmmsn_zh,净制干旱毛蕨全草是一种天然药材。,nmm-030q
nmm_t_15655,en,nmmgn,Jing-gan-han-mao-jue is a kind of Natural Medicinal Material.,nmm-030q
nmm_t_15656,zh,nmmgn_zh,净干旱毛蕨是一种天然药材。,nmm-030q
nmm_t_15657,en,nmmsn,Saussurea involucrata Herb is a kind of Natural Medicinal Material.,nmm-030r
nmm_t_15658,zh,nmmsn_zh,雪莲花全草是一种天然药材。,nmm-030r
nmm_t_15659,en,nmmgn,Mei-hua-feng-mao-ju is a kind of Natural Medicinal Material.,nmm-030r
nmm_t_15660,zh,nmmgn_zh,美花风毛菊是一种天然药材。,nmm-030r
nmm_t_15661,en,nmmsn,Saussurea involucrata Herb Cleaned is a kind of Natural Medicinal Material.,nmm-030s
nmm_t_15662,zh,nmmsn_zh,净制雪莲花全草是一种天然药材。,nmm-030s
nmm_t_15663,en,nmmgn,Jing-mei-hua-feng-mao-ju is a kind of Natural Medicinal Material.,nmm-030s
nmm_t_15664,zh,nmmgn_zh,净美花风毛菊是一种天然药材。,nmm-030s
nmm_t_15665,en,nmmsn,Osteomeles schwerinae Leaf or Root is a kind of Natural Medicinal Material.,nmm-030t
nmm_t_15666,zh,nmmsn_zh,华西小石积叶或根是一种天然药材。,nmm-030t
nmm_t_15667,en,nmmgn,Hua-xi-xiao-shi-ji is a kind of Natural Medicinal Material.,nmm-030t
nmm_t_15668,zh,nmmgn_zh,华西小石积是一种天然药材。,nmm-030t
nmm_t_15669,en,nmmsn,Osteomeles schwerinae Leaf or Root Cleaned is a kind of Natural Medicinal Material.,nmm-030u
nmm_t_15670,zh,nmmsn_zh,净制华西小石积叶或根是一种天然药材。,nmm-030u
nmm_t_15671,en,nmmgn,Jing-hua-xi-xiao-shi-ji is a kind of Natural Medicinal Material.,nmm-030u
nmm_t_15672,zh,nmmgn_zh,净华西小石积是一种天然药材。,nmm-030u
nmm_t_15673,en,nmmsn,Bergia ammannioides Herb is a kind of Natural Medicinal Material.,nmm-030v
nmm_t_15674,zh,nmmsn_zh,田繁缕全草是一种天然药材。,nmm-030v
nmm_t_15675,en,nmmgn,Mi-hua-cao is a kind of Natural Medicinal Material.,nmm-030v
nmm_t_15676,zh,nmmgn_zh,密花草是一种天然药材。,nmm-030v
nmm_t_15677,en,nmmsn,Bergia ammannioides Herb Cleaned is a kind of Natural Medicinal Material.,nmm-030w
nmm_t_15678,zh,nmmsn_zh,净制田繁缕全草是一种天然药材。,nmm-030w
nmm_t_15679,en,nmmgn,Jing-mi-hua-cao is a kind of Natural Medicinal Material.,nmm-030w
nmm_t_15680,zh,nmmgn_zh,净密花草是一种天然药材。,nmm-030w
nmm_t_15681,en,nmmsn,Strychnos cathayensis vel umbellata Root is a kind of Natural Medicinal Material.,nmm-030x
nmm_t_15682,zh,nmmsn_zh,华马钱或伞花马钱根是一种天然药材。,nmm-030x
nmm_t_15683,en,nmmgn,Niu-mu-jiao is a kind of Natural Medicinal Material.,nmm-030x
nmm_t_15684,zh,nmmgn_zh,牛目椒是一种天然药材。,nmm-030x
nmm_t_15685,en,nmmsn,Strychnos cathayensis vel umbellata Root Cleaned is a kind of Natural Medicinal Material.,nmm-030y
nmm_t_15686,zh,nmmsn_zh,净制华马钱或伞花马钱根是一种天然药材。,nmm-030y
nmm_t_15687,en,nmmgn,Jing-niu-mu-jiao is a kind of Natural Medicinal Material.,nmm-030y
nmm_t_15688,zh,nmmgn_zh,净牛目椒是一种天然药材。,nmm-030y
nmm_t_15689,en,nmmsn,Actinidia arguta Leaf is a kind of Natural Medicinal Material.,nmm-030z
nmm_t_15690,zh,nmmsn_zh,软枣猕猴桃叶是一种天然药材。,nmm-030z
nmm_t_15691,en,nmmgn,Mi-hou-li-ye is a kind of Natural Medicinal Material.,nmm-030z
nmm_t_15692,zh,nmmgn_zh,猕猴梨叶是一种天然药材。,nmm-030z
nmm_t_15693,en,nmmsn,Actinidia arguta Leaf Cleaned is a kind of Natural Medicinal Material.,nmm-0310
nmm_t_15694,zh,nmmsn_zh,净制软枣猕猴桃叶是一种天然药材。,nmm-0310
nmm_t_15695,en,nmmgn,Jing-mi-hou-li-ye is a kind of Natural Medicinal Material.,nmm-0310
nmm_t_15696,zh,nmmgn_zh,净猕猴梨叶是一种天然药材。,nmm-0310
nmm_t_15697,en,nmmsn,Oxytropis kansuensis Herb is a kind of Natural Medicinal Material.,nmm-0311
nmm_t_15698,zh,nmmsn_zh,甘肃棘豆全草是一种天然药材。,nmm-0311
nmm_t_15699,en,nmmgn,Gan-su-ji-dou is a kind of Natural Medicinal Material.,nmm-0311
nmm_t_15700,zh,nmmgn_zh,甘肃棘豆是一种天然药材。,nmm-0311
nmm_t_15701,en,nmmsn,Oxytropis kansuensis Herb Cleaned is a kind of Natural Medicinal Material.,nmm-0312
nmm_t_15702,zh,nmmsn_zh,净制甘肃棘豆全草是一种天然药材。,nmm-0312
nmm_t_15703,en,nmmgn,Jing-gan-su-ji-dou is a kind of Natural Medicinal Material.,nmm-0312
nmm_t_15704,zh,nmmgn_zh,净甘肃棘豆是一种天然药材。,nmm-0312
nmm_t_15705,en,nmmsn,Callistemon rigidus Branch and Leaf is a kind of Natural Medicinal Material.,nmm-0313
nmm_t_15706,zh,nmmsn_zh,红千层枝与叶是一种天然药材。,nmm-0313
nmm_t_15707,en,nmmgn,Hong-qian-ceng is a kind of Natural Medicinal Material.,nmm-0313
nmm_t_15708,zh,nmmgn_zh,红千层是一种天然药材。,nmm-0313
nmm_t_15709,en,nmmsn,Callistemon rigidus Branch and Leaf Cleaned is a kind of Natural Medicinal Material.,nmm-0314
nmm_t_15710,zh,nmmsn_zh,净制红千层枝与叶是一种天然药材。,nmm-0314
nmm_t_15711,en,nmmgn,Jing-hong-qian-ceng is a kind of Natural Medicinal Material.,nmm-0314
nmm_t_15712,zh,nmmgn_zh,净红千层是一种天然药材。,nmm-0314
nmm_t_15713,en,nmmsn,Ilex asprella Root is a kind of Natural Medicinal Material.,nmm-0315
nmm_t_15714,zh,nmmsn_zh,秤星树根是一种天然药材。,nmm-0315
nmm_t_15715,en,nmmgn,Gang-mei is a kind of Natural Medicinal Material.,nmm-0315
nmm_t_15716,zh,nmmgn_zh,岗梅是一种天然药材。,nmm-0315
nmm_t_15717,en,nmmsn,Ilex asprella Root Cleaned is a kind of Natural Medicinal Material.,nmm-0316
nmm_t_15718,zh,nmmsn_zh,净制秤星树根是一种天然药材。,nmm-0316
nmm_t_15719,en,nmmgn,Jing-gang-mei is a kind of Natural Medicinal Material.,nmm-0316
nmm_t_15720,zh,nmmgn_zh,净岗梅是一种天然药材。,nmm-0316
nmm_t_15721,en,nmmsn,Hedyotis hedyotidea Leaf and Stem is a kind of Natural Medicinal Material.,nmm-0317
nmm_t_15722,zh,nmmsn_zh,牛白藤叶与茎是一种天然药材。,nmm-0317
nmm_t_15723,en,nmmgn,Niu-bai-teng is a kind of Natural Medicinal Material.,nmm-0317
nmm_t_15724,zh,nmmgn_zh,牛白藤是一种天然药材。,nmm-0317
nmm_t_15725,en,nmmsn,Hedyotis hedyotidea Leaf and Stem Cleaned is a kind of Natural Medicinal Material.,nmm-0318
nmm_t_15726,zh,nmmsn_zh,净制牛白藤叶与茎是一种天然药材。,nmm-0318
nmm_t_15727,en,nmmgn,Jing-niu-bai-teng is a kind of Natural Medicinal Material.,nmm-0318
nmm_t_15728,zh,nmmgn_zh,净牛白藤是一种天然药材。,nmm-0318
nmm_t_15729,en,nmmsn,Ardisia mamillata Plant is a kind of Natural Medicinal Material.,nmm-0319
nmm_t_15730,zh,nmmsn_zh,虎舌红全株是一种天然药材。,nmm-0319
nmm_t_15731,en,nmmgn,Hong-mao-zou-ma-tai is a kind of Natural Medicinal Material.,nmm-0319
nmm_t_15732,zh,nmmgn_zh,红毛走马胎是一种天然药材。,nmm-0319
nmm_t_15733,en,nmmsn,Ardisia mamillata Plant Cleaned is a kind of Natural Medicinal Material.,nmm-031a
nmm_t_15734,zh,nmmsn_zh,净制虎舌红全株是一种天然药材。,nmm-031a
nmm_t_15735,en,nmmgn,Jing-hong-mao-zou-ma-tai is a kind of Natural Medicinal Material.,nmm-031a
nmm_t_15736,zh,nmmgn_zh,净红毛走马胎是一种天然药材。,nmm-031a
nmm_t_15737,en,nmmsn,Baeckea frutescens Root is a kind of Natural Medicinal Material.,nmm-031b
nmm_t_15738,zh,nmmsn_zh,岗松根是一种天然药材。,nmm-031b
nmm_t_15739,en,nmmgn,Gang-song-gen is a kind of Natural Medicinal Material.,nmm-031b
nmm_t_15740,zh,nmmgn_zh,岗松根是一种天然药材。,nmm-031b
nmm_t_15741,en,nmmsn,Baeckea frutescens Root Cleaned is a kind of Natural Medicinal Material.,nmm-031c
nmm_t_15742,zh,nmmsn_zh,净制岗松根是一种天然药材。,nmm-031c
nmm_t_15743,en,nmmgn,Jing-gang-song-gen is a kind of Natural Medicinal Material.,nmm-031c
nmm_t_15744,zh,nmmgn_zh,净岗松根是一种天然药材。,nmm-031c
nmm_t_15745,en,nmmsn,Ligusticopsis likiangensis Root is a kind of Natural Medicinal Material.,nmm-031d
nmm_t_15746,zh,nmmsn_zh,美脉裂苞藁本根是一种天然药材。,nmm-031d
nmm_t_15747,en,nmmgn,Mei-mai-gao-ben is a kind of Natural Medicinal Material.,nmm-031d
nmm_t_15748,zh,nmmgn_zh,美脉藁本是一种天然药材。,nmm-031d
nmm_t_15749,en,nmmsn,Ligusticopsis likiangensis Root Cleaned is a kind of Natural Medicinal Material.,nmm-031e
nmm_t_15750,zh,nmmsn_zh,净制美脉裂苞藁本根是一种天然药材。,nmm-031e
nmm_t_15751,en,nmmgn,Jing-mei-mai-gao-ben is a kind of Natural Medicinal Material.,nmm-031e
nmm_t_15752,zh,nmmgn_zh,净美脉藁本是一种天然药材。,nmm-031e
nmm_t_15753,en,nmmsn,Rungia pectinata Herb is a kind of Natural Medicinal Material.,nmm-031f
nmm_t_15754,zh,nmmsn_zh,孩儿草全草是一种天然药材。,nmm-031f
nmm_t_15755,en,nmmgn,Gan-ji-cao is a kind of Natural Medicinal Material.,nmm-031f
nmm_t_15756,zh,nmmgn_zh,疳积草是一种天然药材。,nmm-031f
nmm_t_15757,en,nmmsn,Rungia pectinata Herb Cleaned is a kind of Natural Medicinal Material.,nmm-031g
nmm_t_15758,zh,nmmsn_zh,净制孩儿草全草是一种天然药材。,nmm-031g
nmm_t_15759,en,nmmgn,Jing-gan-ji-cao is a kind of Natural Medicinal Material.,nmm-031g
nmm_t_15760,zh,nmmgn_zh,净疳积草是一种天然药材。,nmm-031g
nmm_t_15761,en,nmmsn,Heracleum dissectifolium Herb is a kind of Natural Medicinal Material.,nmm-031h
nmm_t_15762,zh,nmmsn_zh,多裂独活全草是一种天然药材。,nmm-031h
nmm_t_15763,en,nmmgn,Duo-lie-du-huo is a kind of Natural Medicinal Material.,nmm-031h
nmm_t_15764,zh,nmmgn_zh,多裂独活是一种天然药材。,nmm-031h
nmm_t_15765,en,nmmsn,Heracleum dissectifolium Herb Cleaned is a kind of Natural Medicinal Material.,nmm-031i
nmm_t_15766,zh,nmmsn_zh,净制多裂独活全草是一种天然药材。,nmm-031i
nmm_t_15767,en,nmmgn,Jing-duo-lie-du-huo is a kind of Natural Medicinal Material.,nmm-031i
nmm_t_15768,zh,nmmgn_zh,净多裂独活是一种天然药材。,nmm-031i
nmm_t_15769,en,nmmsn,Castanea mollissima Exocarp is a kind of Natural Medicinal Material.,nmm-031j
nmm_t_15770,zh,nmmsn_zh,栗外果皮是一种天然药材。,nmm-031j
nmm_t_15771,en,nmmgn,Li-ke is a kind of Natural Medicinal Material.,nmm-031j
nmm_t_15772,zh,nmmgn_zh,栗壳是一种天然药材。,nmm-031j
nmm_t_15773,en,nmmsn,Castanea mollissima Exocarp Cleaned is a kind of Natural Medicinal Material.,nmm-031k
nmm_t_15774,zh,nmmsn_zh,净制栗外果皮是一种天然药材。,nmm-031k
nmm_t_15775,en,nmmgn,Jing-li-ke is a kind of Natural Medicinal Material.,nmm-031k
nmm_t_15776,zh,nmmgn_zh,净栗壳是一种天然药材。,nmm-031k
nmm_t_15777,en,nmmsn,Forsythia suspensa Root is a kind of Natural Medicinal Material.,nmm-031l
nmm_t_15778,zh,nmmsn_zh,连翘根是一种天然药材。,nmm-031l
nmm_t_15779,en,nmmgn,Lian-qiao-gen is a kind of Natural Medicinal Material.,nmm-031l
nmm_t_15780,zh,nmmgn_zh,连翘根是一种天然药材。,nmm-031l
nmm_t_15781,en,nmmsn,Forsythia suspensa Root Cleaned is a kind of Natural Medicinal Material.,nmm-031m
nmm_t_15782,zh,nmmsn_zh,净制连翘根是一种天然药材。,nmm-031m
nmm_t_15783,en,nmmgn,Jing-lian-qiao-gen is a kind of Natural Medicinal Material.,nmm-031m
nmm_t_15784,zh,nmmgn_zh,净连翘根是一种天然药材。,nmm-031m
nmm_t_15785,en,nmmsn,Salvia przewalskii Root is a kind of Natural Medicinal Material.,nmm-031n
nmm_t_15786,zh,nmmsn_zh,甘西鼠尾草根是一种天然药材。,nmm-031n
nmm_t_15787,en,nmmgn,Gan-xi-shu-wei is a kind of Natural Medicinal Material.,nmm-031n
nmm_t_15788,zh,nmmgn_zh,甘西鼠尾是一种天然药材。,nmm-031n
nmm_t_15789,en,nmmsn,Salvia przewalskii Root Cleaned is a kind of Natural Medicinal Material.,nmm-031o
nmm_t_15790,zh,nmmsn_zh,净制甘西鼠尾草根是一种天然药材。,nmm-031o
nmm_t_15791,en,nmmgn,Jing-gan-xi-shu-wei is a kind of Natural Medicinal Material.,nmm-031o
nmm_t_15792,zh,nmmgn_zh,净甘西鼠尾是一种天然药材。,nmm-031o
nmm_t_15793,en,nmmsn,Ilex asprella Leaf is a kind of Natural Medicinal Material.,nmm-031p
nmm_t_15794,zh,nmmsn_zh,秤星树叶是一种天然药材。,nmm-031p
nmm_t_15795,en,nmmgn,Gang-mei-ye is a kind of Natural Medicinal Material.,nmm-031p
nmm_t_15796,zh,nmmgn_zh,岗梅叶是一种天然药材。,nmm-031p
nmm_t_15797,en,nmmsn,Ilex asprella Leaf Cleaned is a kind of Natural Medicinal Material.,nmm-031q
nmm_t_15798,zh,nmmsn_zh,净制秤星树叶是一种天然药材。,nmm-031q
nmm_t_15799,en,nmmgn,Jing-gang-mei-ye is a kind of Natural Medicinal Material.,nmm-031q
nmm_t_15800,zh,nmmgn_zh,净岗梅叶是一种天然药材。,nmm-031q
nmm_t_15801,en,nmmsn,Artemisia anomala Herb-with-flower is a kind of Natural Medicinal Material.,nmm-031r
nmm_t_15802,zh,nmmsn_zh,奇蒿带花全草是一种天然药材。,nmm-031r
nmm_t_15803,en,nmmgn,Qi-hao is a kind of Natural Medicinal Material.,nmm-031r
nmm_t_15804,zh,nmmgn_zh,奇蒿是一种天然药材。,nmm-031r
nmm_t_15805,en,nmmsn,Artemisia anomala Herb-with-flower Cleaned is a kind of Natural Medicinal Material.,nmm-031s
nmm_t_15806,zh,nmmsn_zh,净制奇蒿带花全草是一种天然药材。,nmm-031s
nmm_t_15807,en,nmmgn,Jing-qi-hao is a kind of Natural Medicinal Material.,nmm-031s
nmm_t_15808,zh,nmmgn_zh,净奇蒿是一种天然药材。,nmm-031s
nmm_t_15809,en,nmmsn,Asplenium crinicaule Herb is a kind of Natural Medicinal Material.,nmm-031t
nmm_t_15810,zh,nmmsn_zh,毛轴铁角蕨全草是一种天然药材。,nmm-031t
nmm_t_15811,en,nmmgn,Mao-zhou-tie-jiao-jue is a kind of Natural Medicinal Material.,nmm-031t
nmm_t_15812,zh,nmmgn_zh,毛轴铁角蕨是一种天然药材。,nmm-031t
nmm_t_15813,en,nmmsn,Asplenium crinicaule Herb Cleaned is a kind of Natural Medicinal Material.,nmm-031u
nmm_t_15814,zh,nmmsn_zh,净制毛轴铁角蕨全草是一种天然药材。,nmm-031u
nmm_t_15815,en,nmmgn,Jing-mao-zhou-tie-jiao-jue is a kind of Natural Medicinal Material.,nmm-031u
nmm_t_15816,zh,nmmgn_zh,净毛轴铁角蕨是一种天然药材。,nmm-031u
nmm_t_15817,en,nmmsn,Desmos chinensis Root is a kind of Natural Medicinal Material.,nmm-031v
nmm_t_15818,zh,nmmsn_zh,假鹰爪根是一种天然药材。,nmm-031v
nmm_t_15819,en,nmmgn,Jiu-bing-ye-gen is a kind of Natural Medicinal Material.,nmm-031v
nmm_t_15820,zh,nmmgn_zh,酒饼叶根是一种天然药材。,nmm-031v
nmm_t_15821,en,nmmsn,Desmos chinensis Root Cleaned is a kind of Natural Medicinal Material.,nmm-031w
nmm_t_15822,zh,nmmsn_zh,净制假鹰爪根是一种天然药材。,nmm-031w
nmm_t_15823,en,nmmgn,Jing-jiu-bing-ye-gen is a kind of Natural Medicinal Material.,nmm-031w
nmm_t_15824,zh,nmmgn_zh,净酒饼叶根是一种天然药材。,nmm-031w
nmm_t_15825,en,nmmsn,Rubus phoenicolasius Root is a kind of Natural Medicinal Material.,nmm-031x
nmm_t_15826,zh,nmmsn_zh,多腺悬钩子根是一种天然药材。,nmm-031x
nmm_t_15827,en,nmmgn,Kong-tong-pao is a kind of Natural Medicinal Material.,nmm-031x
nmm_t_15828,zh,nmmgn_zh,空筒泡是一种天然药材。,nmm-031x
nmm_t_15829,en,nmmsn,Rubus phoenicolasius Root Cleaned is a kind of Natural Medicinal Material.,nmm-031y
nmm_t_15830,zh,nmmsn_zh,净制多腺悬钩子根是一种天然药材。,nmm-031y
nmm_t_15831,en,nmmgn,Jing-kong-tong-pao is a kind of Natural Medicinal Material.,nmm-031y
nmm_t_15832,zh,nmmgn_zh,净空筒泡是一种天然药材。,nmm-031y
nmm_t_15833,en,nmmsn,Lepyrodiclis holosteoides Herb is a kind of Natural Medicinal Material.,nmm-031z
nmm_t_15834,zh,nmmsn_zh,薄蒴草全草是一种天然药材。,nmm-031z
nmm_t_15835,en,nmmgn,Niang-niang-cai is a kind of Natural Medicinal Material.,nmm-031z
nmm_t_15836,zh,nmmgn_zh,娘娘菜是一种天然药材。,nmm-031z
nmm_t_15837,en,nmmsn,Lepyrodiclis holosteoides Herb Cleaned is a kind of Natural Medicinal Material.,nmm-0320
nmm_t_15838,zh,nmmsn_zh,净制薄蒴草全草是一种天然药材。,nmm-0320
nmm_t_15839,en,nmmgn,Jing-niang-niang-cai is a kind of Natural Medicinal Material.,nmm-0320
nmm_t_15840,zh,nmmgn_zh,净娘娘菜是一种天然药材。,nmm-0320
nmm_t_15841,en,nmmsn,Paraprenanthes sororia Herb or Root is a kind of Natural Medicinal Material.,nmm-0321
nmm_t_15842,zh,nmmsn_zh,假福王草全草或根是一种天然药材。,nmm-0321
nmm_t_15843,en,nmmgn,Dui-wo-ju is a kind of Natural Medicinal Material.,nmm-0321
nmm_t_15844,zh,nmmgn_zh,堆莴苣是一种天然药材。,nmm-0321
nmm_t_15845,en,nmmsn,Paraprenanthes sororia Herb or Root Cleaned is a kind of Natural Medicinal Material.,nmm-0322
nmm_t_15846,zh,nmmsn_zh,净制假福王草全草或根是一种天然药材。,nmm-0322
nmm_t_15847,en,nmmgn,Jing-dui-wo-ju is a kind of Natural Medicinal Material.,nmm-0322
nmm_t_15848,zh,nmmgn_zh,净堆莴苣是一种天然药材。,nmm-0322
nmm_t_15849,en,nmmsn,Ocimum basilicum Root is a kind of Natural Medicinal Material.,nmm-0323
nmm_t_15850,zh,nmmsn_zh,罗勒根是一种天然药材。,nmm-0323
nmm_t_15851,en,nmmgn,Luo-le-gen is a kind of Natural Medicinal Material.,nmm-0323
nmm_t_15852,zh,nmmgn_zh,罗勒根是一种天然药材。,nmm-0323
nmm_t_15853,en,nmmsn,Ocimum basilicum Root Cleaned is a kind of Natural Medicinal Material.,nmm-0324
nmm_t_15854,zh,nmmsn_zh,净制罗勒根是一种天然药材。,nmm-0324
nmm_t_15855,en,nmmgn,Jing-luo-le-gen is a kind of Natural Medicinal Material.,nmm-0324
nmm_t_15856,zh,nmmgn_zh,净罗勒根是一种天然药材。,nmm-0324
nmm_t_15857,en,nmmsn,Hylotelephium erythrostictum Herb is a kind of Natural Medicinal Material.,nmm-0325
nmm_t_15858,zh,nmmsn_zh,八宝全草是一种天然药材。,nmm-0325
nmm_t_15859,en,nmmgn,Jing-tian is a kind of Natural Medicinal Material.,nmm-0325
nmm_t_15860,zh,nmmgn_zh,景天是一种天然药材。,nmm-0325
nmm_t_15861,en,nmmsn,Hylotelephium erythrostictum Herb Cleaned is a kind of Natural Medicinal Material.,nmm-0326
nmm_t_15862,zh,nmmsn_zh,净制八宝全草是一种天然药材。,nmm-0326
nmm_t_15863,en,nmmgn,Jing-jing-tian is a kind of Natural Medicinal Material.,nmm-0326
nmm_t_15864,zh,nmmgn_zh,净景天是一种天然药材。,nmm-0326
nmm_t_15865,en,nmmsn,Daphniphyllum calycinum Leaf or Root is a kind of Natural Medicinal Material.,nmm-0327
nmm_t_15866,zh,nmmsn_zh,牛耳枫叶或根是一种天然药材。,nmm-0327
nmm_t_15867,en,nmmgn,Niu-er-feng is a kind of Natural Medicinal Material.,nmm-0327
nmm_t_15868,zh,nmmgn_zh,牛耳枫是一种天然药材。,nmm-0327
nmm_t_15869,en,nmmsn,Daphniphyllum calycinum Leaf or Root Cleaned is a kind of Natural Medicinal Material.,nmm-0328
nmm_t_15870,zh,nmmsn_zh,净制牛耳枫叶或根是一种天然药材。,nmm-0328
nmm_t_15871,en,nmmgn,Jing-niu-er-feng is a kind of Natural Medicinal Material.,nmm-0328
nmm_t_15872,zh,nmmgn_zh,净牛耳枫是一种天然药材。,nmm-0328
nmm_t_15873,en,nmmsn,Aconitum sinomontanum Root is a kind of Natural Medicinal Material.,nmm-0329
nmm_t_15874,zh,nmmsn_zh,高乌头根是一种天然药材。,nmm-0329
nmm_t_15875,en,nmmgn,Ma-bu-qi is a kind of Natural Medicinal Material.,nmm-0329
nmm_t_15876,zh,nmmgn_zh,麻布七是一种天然药材。,nmm-0329
nmm_t_15877,en,nmmsn,Aconitum sinomontanum Root Cleaned is a kind of Natural Medicinal Material.,nmm-032a
nmm_t_15878,zh,nmmsn_zh,净制高乌头根是一种天然药材。,nmm-032a
nmm_t_15879,en,nmmgn,Jing-ma-bu-qi is a kind of Natural Medicinal Material.,nmm-032a
nmm_t_15880,zh,nmmgn_zh,净麻布七是一种天然药材。,nmm-032a
nmm_t_15881,en,nmmsn,Helicia cochinchinensis Leaf or Root is a kind of Natural Medicinal Material.,nmm-032b
nmm_t_15882,zh,nmmsn_zh,小果山龙眼叶或根是一种天然药材。,nmm-032b
nmm_t_15883,en,nmmgn,Hong-ye-shu is a kind of Natural Medicinal Material.,nmm-032b
nmm_t_15884,zh,nmmgn_zh,红叶树是一种天然药材。,nmm-032b
nmm_t_15885,en,nmmsn,Helicia cochinchinensis Leaf or Root Cleaned is a kind of Natural Medicinal Material.,nmm-032c
nmm_t_15886,zh,nmmsn_zh,净制小果山龙眼叶或根是一种天然药材。,nmm-032c
nmm_t_15887,en,nmmgn,Jing-hong-ye-shu is a kind of Natural Medicinal Material.,nmm-032c
nmm_t_15888,zh,nmmgn_zh,净红叶树是一种天然药材。,nmm-032c
nmm_t_15889,en,nmmsn,Pimpinella diversifolia Root is a kind of Natural Medicinal Material.,nmm-032d
nmm_t_15890,zh,nmmsn_zh,异叶茴芹根是一种天然药材。,nmm-032d
nmm_t_15891,en,nmmgn,E-jiao-ban-gen is a kind of Natural Medicinal Material.,nmm-032d
nmm_t_15892,zh,nmmgn_zh,鹅脚板根是一种天然药材。,nmm-032d
nmm_t_15893,en,nmmsn,Pimpinella diversifolia Root Cleaned is a kind of Natural Medicinal Material.,nmm-032e
nmm_t_15894,zh,nmmsn_zh,净制异叶茴芹根是一种天然药材。,nmm-032e
nmm_t_15895,en,nmmgn,Jing-e-jiao-ban-gen is a kind of Natural Medicinal Material.,nmm-032e
nmm_t_15896,zh,nmmgn_zh,净鹅脚板根是一种天然药材。,nmm-032e
nmm_t_15897,en,nmmsn,Castanea seguinii Root is a kind of Natural Medicinal Material.,nmm-032f
nmm_t_15898,zh,nmmsn_zh,茅栗根是一种天然药材。,nmm-032f
nmm_t_15899,en,nmmgn,Mao-li-gen is a kind of Natural Medicinal Material.,nmm-032f
nmm_t_15900,zh,nmmgn_zh,茅栗根是一种天然药材。,nmm-032f
nmm_t_15901,en,nmmsn,Castanea seguinii Root Cleaned is a kind of Natural Medicinal Material.,nmm-032g
nmm_t_15902,zh,nmmsn_zh,净制茅栗根是一种天然药材。,nmm-032g
nmm_t_15903,en,nmmgn,Jing-mao-li-gen is a kind of Natural Medicinal Material.,nmm-032g
nmm_t_15904,zh,nmmgn_zh,净茅栗根是一种天然药材。,nmm-032g
nmm_t_15905,en,nmmsn,Merremia hederacea Herb or Seed is a kind of Natural Medicinal Material.,nmm-032h
nmm_t_15906,zh,nmmsn_zh,篱栏网全草或种子是一种天然药材。,nmm-032h
nmm_t_15907,en,nmmgn,Li-lan-zi is a kind of Natural Medicinal Material.,nmm-032h
nmm_t_15908,zh,nmmgn_zh,篱栏子是一种天然药材。,nmm-032h
nmm_t_15909,en,nmmsn,Merremia hederacea Herb or Seed Cleaned is a kind of Natural Medicinal Material.,nmm-032i
nmm_t_15910,zh,nmmsn_zh,净制篱栏网全草或种子是一种天然药材。,nmm-032i
nmm_t_15911,en,nmmgn,Jing-li-lan-zi is a kind of Natural Medicinal Material.,nmm-032i
nmm_t_15912,zh,nmmgn_zh,净篱栏子是一种天然药材。,nmm-032i
nmm_t_15913,en,nmmsn,Asclepias curassavica Herb is a kind of Natural Medicinal Material.,nmm-032j
nmm_t_15914,zh,nmmsn_zh,马利筋全草是一种天然药材。,nmm-032j
nmm_t_15915,en,nmmgn,Lian-sheng-gui-zi-hua is a kind of Natural Medicinal Material.,nmm-032j
nmm_t_15916,zh,nmmgn_zh,莲生桂子花是一种天然药材。,nmm-032j
nmm_t_15917,en,nmmsn,Asclepias curassavica Herb Cleaned is a kind of Natural Medicinal Material.,nmm-032k
nmm_t_15918,zh,nmmsn_zh,净制马利筋全草是一种天然药材。,nmm-032k
nmm_t_15919,en,nmmgn,Jing-lian-sheng-gui-zi-hua is a kind of Natural Medicinal Material.,nmm-032k
nmm_t_15920,zh,nmmgn_zh,净莲生桂子花是一种天然药材。,nmm-032k
nmm_t_15921,en,nmmsn,Litchi chinensis Leaf is a kind of Natural Medicinal Material.,nmm-032l
nmm_t_15922,zh,nmmsn_zh,荔枝叶是一种天然药材。,nmm-032l
nmm_t_15923,en,nmmgn,Li-zhi-ye is a kind of Natural Medicinal Material.,nmm-032l
nmm_t_15924,zh,nmmgn_zh,荔枝叶是一种天然药材。,nmm-032l
nmm_t_15925,en,nmmsn,Litchi chinensis Leaf Cleaned is a kind of Natural Medicinal Material.,nmm-032m
nmm_t_15926,zh,nmmsn_zh,净制荔枝叶是一种天然药材。,nmm-032m
