nmm_text_id,expected_nmm_id,extracted_nmm_ids,correct
nmm_t_23164,nmm-04gv,['nmm-04gv'],True
nmm_t_23165,nmm-04gw,[],False
nmm_t_23166,nmm-04gw,['nmm-04gw'],True
nmm_t_23167,nmm-04gw,['nmm-04gw'],True
nmm_t_23168,nmm-04gw,['nmm-04gw'],True
nmm_t_23169,nmm-04gx,[],False
nmm_t_23170,nmm-04gx,['nmm-04gx'],True
nmm_t_23171,nmm-04gx,['nmm-04gx'],True
nmm_t_23172,nmm-04gx,['nmm-04gx'],True
nmm_t_23173,nmm-04gy,[],False
nmm_t_23174,nmm-04gy,['nmm-04gy'],True
nmm_t_23175,nmm-04gy,['nmm-04gy'],True
nmm_t_23176,nmm-04gy,['nmm-04gy'],True
nmm_t_23177,nmm-04gz,[],False
nmm_t_23178,nmm-04gz,['nmm-04gz'],True
nmm_t_23179,nmm-04gz,['nmm-04gz'],True
nmm_t_23180,nmm-04gz,['nmm-04gz'],True
nmm_t_23181,nmm-04h0,[],False
nmm_t_23182,nmm-04h0,['nmm-04h0'],True
nmm_t_23183,nmm-04h0,['nmm-04h0'],True
nmm_t_23184,nmm-04h0,['nmm-04h0'],True
nmm_t_23185,nmm-04h1,[],False
nmm_t_23186,nmm-04h1,['nmm-04h1'],True
nmm_t_23187,nmm-04h1,['nmm-04h1'],True
nmm_t_23188,nmm-04h1,['nmm-04h1'],True
nmm_t_23189,nmm-04h2,[],False
nmm_t_23190,nmm-04h2,['nmm-04h2'],True
nmm_t_23191,nmm-04h2,['nmm-04h2'],True
nmm_t_23192,nmm-04h2,['nmm-04h2'],True
nmm_t_23193,nmm-04h3,[],False
nmm_t_23194,nmm-04h3,['nmm-04h3'],True
nmm_t_23195,nmm-04h3,['nmm-04h3'],True
nmm_t_23196,nmm-04h3,['nmm-04h3'],True
nmm_t_23197,nmm-04h4,[],False
nmm_t_23198,nmm-04h4,['nmm-04h4'],True
nmm_t_23199,nmm-04h4,['nmm-04h4'],True
nmm_t_23200,nmm-04h4,['nmm-04h4'],True
nmm_t_23201,nmm-04h5,[],False
nmm_t_23202,nmm-04h5,['nmm-04h5'],True
nmm_t_23203,nmm-04h5,['nmm-04h5'],True
nmm_t_23204,nmm-04h5,['nmm-04h5'],True
nmm_t_23205,nmm-04h6,[],False
nmm_t_23206,nmm-04h6,['nmm-04h6'],True
nmm_t_23207,nmm-04h6,['nmm-04h6'],True
nmm_t_23208,nmm-04h6,['nmm-04h6'],True
nmm_t_23209,nmm-04h7,[],False
nmm_t_23210,nmm-04h7,['nmm-04h7'],True
nmm_t_23211,nmm-04h7,['nmm-04h7'],True
nmm_t_23212,nmm-04h7,['nmm-04h7'],True
nmm_t_23213,nmm-04h8,[],False
nmm_t_23214,nmm-04h8,['nmm-04h8'],True
nmm_t_23215,nmm-04h8,['nmm-04h8'],True
nmm_t_23216,nmm-04h8,['nmm-04h8'],True
nmm_t_23217,nmm-04h9,[],False
nmm_t_23218,nmm-04h9,['nmm-04h9'],True
nmm_t_23219,nmm-04h9,['nmm-04h9'],True
nmm_t_23220,nmm-04h9,['nmm-04h9'],True
nmm_t_23221,nmm-04ha,[],False
nmm_t_23222,nmm-04ha,['nmm-04ha'],True
nmm_t_23223,nmm-04ha,['nmm-04ha'],True
nmm_t_23224,nmm-04ha,['nmm-04ha'],True
nmm_t_23225,nmm-04hb,[],False
nmm_t_23226,nmm-04hb,['nmm-04hb'],True
nmm_t_23227,nmm-04hb,['nmm-04hb'],True
nmm_t_23228,nmm-04hb,['nmm-04hb'],True
nmm_t_23229,nmm-04hc,[],False
nmm_t_23230,nmm-04hc,['nmm-04hc'],True
nmm_t_23231,nmm-04hc,['nmm-04hc'],True
nmm_t_23232,nmm-04hc,['nmm-04hc'],True
nmm_t_23233,nmm-04hd,[],False
nmm_t_23234,nmm-04hd,['nmm-04hd'],True
nmm_t_23235,nmm-04hd,['nmm-04hd'],True
nmm_t_23236,nmm-04hd,['nmm-04hd'],True
nmm_t_23237,nmm-04he,[],False
nmm_t_23238,nmm-04he,['nmm-04he'],True
nmm_t_23239,nmm-04he,['nmm-04he'],True
nmm_t_23240,nmm-04he,['nmm-04he'],True
nmm_t_23241,nmm-04hf,[],False
nmm_t_23242,nmm-04hf,['nmm-04hf'],True
nmm_t_23243,nmm-04hf,['nmm-04hf'],True
nmm_t_23244,nmm-04hf,['nmm-04hf'],True
nmm_t_23245,nmm-04hg,[],False
nmm_t_23246,nmm-04hg,['nmm-04hg'],True
nmm_t_23247,nmm-04hg,['nmm-04hg'],True
nmm_t_23248,nmm-04hg,['nmm-04hg'],True
nmm_t_23249,nmm-04hh,[],False
nmm_t_23250,nmm-04hh,['nmm-04hh'],True
nmm_t_23251,nmm-04hh,['nmm-04hh'],True
nmm_t_23252,nmm-04hh,['nmm-04hh'],True
nmm_t_23253,nmm-04hi,[],False
nmm_t_23254,nmm-04hi,['nmm-04hi'],True
nmm_t_23255,nmm-04hi,['nmm-04hi'],True
nmm_t_23256,nmm-04hi,['nmm-04hi'],True
nmm_t_23257,nmm-04hj,[],False
nmm_t_23258,nmm-04hj,['nmm-04hj'],True
nmm_t_23259,nmm-04hj,['nmm-04hj'],True
nmm_t_23260,nmm-04hj,['nmm-04hj'],True
nmm_t_23261,nmm-04hk,[],False
nmm_t_23262,nmm-04hk,['nmm-04hk'],True
nmm_t_23263,nmm-04hk,['nmm-04hk'],True
nmm_t_23264,nmm-04hk,['nmm-04hk'],True
nmm_t_23265,nmm-04hl,[],False
nmm_t_23266,nmm-04hl,['nmm-04hl'],True
nmm_t_23267,nmm-04hl,['nmm-04hl'],True
nmm_t_23268,nmm-04hl,['nmm-04hl'],True
nmm_t_23269,nmm-04hm,[],False
nmm_t_23270,nmm-04hm,['nmm-04hm'],True
nmm_t_23271,nmm-04hm,['nmm-04hm'],True
nmm_t_23272,nmm-04hm,['nmm-04hm'],True
nmm_t_23273,nmm-04hn,[],False
nmm_t_23274,nmm-04hn,['nmm-04hn'],True
nmm_t_23275,nmm-04hn,['nmm-04hn'],True
nmm_t_23276,nmm-04hn,['nmm-04hn'],True
nmm_t_23277,nmm-04ho,[],False
nmm_t_23278,nmm-04ho,['nmm-04ho'],True
nmm_t_23279,nmm-04ho,['nmm-04ho'],True
nmm_t_23280,nmm-04ho,['nmm-04ho'],True
nmm_t_23281,nmm-04hp,[],False
nmm_t_23282,nmm-04hp,['nmm-04hp'],True
nmm_t_23283,nmm-04hp,['nmm-04hp'],True
nmm_t_23284,nmm-04hp,['nmm-04hp'],True
nmm_t_23285,nmm-04hq,[],False
nmm_t_23286,nmm-04hq,['nmm-04hq'],True
nmm_t_23287,nmm-04hq,['nmm-04hq'],True
nmm_t_23288,nmm-04hq,['nmm-04hq'],True
nmm_t_23289,nmm-04hr,[],False
nmm_t_23290,nmm-04hr,['nmm-04hr'],True
nmm_t_23291,nmm-04hr,['nmm-04hr'],True
nmm_t_23292,nmm-04hr,['nmm-04hr'],True
nmm_t_23293,nmm-04hs,[],False
nmm_t_23294,nmm-04hs,['nmm-04hs'],True
nmm_t_23295,nmm-04hs,['nmm-04hs'],True
nmm_t_23296,nmm-04hs,['nmm-04hs'],True
nmm_t_23297,nmm-04ht,[],False
nmm_t_23298,nmm-04ht,['nmm-04ht'],True
nmm_t_23299,nmm-04ht,['nmm-04ht'],True
nmm_t_23300,nmm-04ht,['nmm-04ht'],True
nmm_t_23301,nmm-04hu,[],False
nmm_t_23302,nmm-04hu,['nmm-04hu'],True
nmm_t_23303,nmm-04hu,['nmm-04hu'],True
nmm_t_23304,nmm-04hu,['nmm-04hu'],True
nmm_t_23305,nmm-04hv,[],False
nmm_t_23306,nmm-04hv,['nmm-04hv'],True
nmm_t_23307,nmm-04hv,['nmm-04hv'],True
nmm_t_23308,nmm-04hv,['nmm-04hv'],True
nmm_t_23309,nmm-04hw,[],False
nmm_t_23310,nmm-04hw,['nmm-04hw'],True
nmm_t_23311,nmm-04hw,['nmm-04hw'],True
nmm_t_23312,nmm-04hw,['nmm-04hw'],True
nmm_t_23313,nmm-04hx,[],False
nmm_t_23314,nmm-04hx,['nmm-04hx'],True
nmm_t_23315,nmm-04hx,['nmm-04hx'],True
nmm_t_23316,nmm-04hx,['nmm-04hx'],True
nmm_t_23317,nmm-04hy,[],False
nmm_t_23318,nmm-04hy,['nmm-04hy'],True
nmm_t_23319,nmm-04hy,['nmm-04hy'],True
nmm_t_23320,nmm-04hy,['nmm-04hy'],True
nmm_t_23321,nmm-04hz,[],False
nmm_t_23322,nmm-04hz,['nmm-04hz'],True
nmm_t_23323,nmm-04hz,['nmm-04hz'],True
nmm_t_23324,nmm-04hz,['nmm-04hz'],True
nmm_t_23325,nmm-04i0,[],False
nmm_t_23326,nmm-04i0,['nmm-04i0'],True
nmm_t_23327,nmm-04i0,['nmm-04i0'],True
nmm_t_23328,nmm-04i0,['nmm-04i0'],True
nmm_t_23329,nmm-04i1,[],False
nmm_t_23330,nmm-04i1,['nmm-04i1'],True
nmm_t_23331,nmm-04i1,['nmm-04i1'],True
nmm_t_23332,nmm-04i1,['nmm-04i1'],True
nmm_t_23333,nmm-04i2,[],False
nmm_t_23334,nmm-04i2,['nmm-04i2'],True
nmm_t_23335,nmm-04i2,['nmm-04i2'],True
nmm_t_23336,nmm-04i2,['nmm-04i2'],True
nmm_t_23337,nmm-04i3,[],False
nmm_t_23338,nmm-04i3,['nmm-04i3'],True
nmm_t_23339,nmm-04i3,['nmm-04i3'],True
nmm_t_23340,nmm-04i3,['nmm-04i3'],True
nmm_t_23341,nmm-04i4,[],False
nmm_t_23342,nmm-04i4,['nmm-04i4'],True
nmm_t_23343,nmm-04i4,['nmm-04i4'],True
nmm_t_23344,nmm-04i4,['nmm-04i4'],True
nmm_t_23345,nmm-04i5,[],False
nmm_t_23346,nmm-04i5,['nmm-04i5'],True
nmm_t_23347,nmm-04i5,['nmm-04i5'],True
nmm_t_23348,nmm-04i5,['nmm-04i5'],True
nmm_t_23349,nmm-04i6,[],False
nmm_t_23350,nmm-04i6,['nmm-04i6'],True
nmm_t_23351,nmm-04i6,['nmm-04i6'],True
nmm_t_23352,nmm-04i6,['nmm-04i6'],True
nmm_t_23353,nmm-04i7,[],False
nmm_t_23354,nmm-04i7,['nmm-04i7'],True
nmm_t_23355,nmm-04i7,['nmm-04i7'],True
nmm_t_23356,nmm-04i7,['nmm-04i7'],True
nmm_t_23357,nmm-04i8,[],False
nmm_t_23358,nmm-04i8,['nmm-04i8'],True
nmm_t_23359,nmm-04i8,['nmm-04i8'],True
nmm_t_23360,nmm-04i8,['nmm-04i8'],True
nmm_t_23361,nmm-04i9,[],False
nmm_t_23362,nmm-04i9,['nmm-04i9'],True
nmm_t_23363,nmm-04i9,['nmm-04i9'],True
nmm_t_23364,nmm-04i9,['nmm-04i9'],True
nmm_t_23365,nmm-04ia,[],False
nmm_t_23366,nmm-04ia,['nmm-04ia'],True
nmm_t_23367,nmm-04ia,['nmm-04ia'],True
nmm_t_23368,nmm-04ia,['nmm-04ia'],True
nmm_t_23369,nmm-04ib,[],False
nmm_t_23370,nmm-04ib,['nmm-04ib'],True
nmm_t_23371,nmm-04ib,['nmm-04ib'],True
nmm_t_23372,nmm-04ib,['nmm-04ib'],True
nmm_t_23373,nmm-04ic,[],False
nmm_t_23374,nmm-04ic,['nmm-04ic'],True
nmm_t_23375,nmm-04ic,['nmm-04ic'],True
nmm_t_23376,nmm-04ic,['nmm-04ic'],True
nmm_t_23377,nmm-04id,[],False
nmm_t_23378,nmm-04id,['nmm-04id'],True
nmm_t_23379,nmm-04id,['nmm-04id'],True
nmm_t_23380,nmm-04id,['nmm-04id'],True
nmm_t_23381,nmm-04ie,[],False
nmm_t_23382,nmm-04ie,['nmm-04ie'],True
nmm_t_23383,nmm-04ie,['nmm-04ie'],True
nmm_t_23384,nmm-04ie,['nmm-04ie'],True
nmm_t_23385,nmm-04if,[],False
nmm_t_23386,nmm-04if,['nmm-04if'],True
nmm_t_23387,nmm-04if,['nmm-04if'],True
nmm_t_23388,nmm-04if,['nmm-04if'],True
nmm_t_23389,nmm-04ig,[],False
nmm_t_23390,nmm-04ig,['nmm-04ig'],True
nmm_t_23391,nmm-04ig,['nmm-04ig'],True
nmm_t_23392,nmm-04ig,['nmm-04ig'],True
nmm_t_23393,nmm-04ih,[],False
nmm_t_23394,nmm-04ih,['nmm-04ih'],True
nmm_t_23395,nmm-04ih,['nmm-04ih'],True
nmm_t_23396,nmm-04ih,['nmm-04ih'],True
nmm_t_23397,nmm-04ii,[],False
nmm_t_23398,nmm-04ii,['nmm-04ii'],True
nmm_t_23399,nmm-04ii,['nmm-04ii'],True
nmm_t_23400,nmm-04ii,['nmm-04ii'],True
nmm_t_23401,nmm-04ij,[],False
nmm_t_23402,nmm-04ij,['nmm-04ij'],True
nmm_t_23403,nmm-04ij,['nmm-04ij'],True
nmm_t_23404,nmm-04ij,['nmm-04ij'],True
nmm_t_23405,nmm-04ik,[],False
nmm_t_23406,nmm-04ik,['nmm-04ik'],True
nmm_t_23407,nmm-04ik,['nmm-04ik'],True
nmm_t_23408,nmm-04ik,['nmm-04ik'],True
nmm_t_23409,nmm-04il,[],False
nmm_t_23410,nmm-04il,['nmm-04il'],True
nmm_t_23411,nmm-04il,['nmm-04il'],True
nmm_t_23412,nmm-04il,['nmm-04il'],True
nmm_t_23413,nmm-04im,[],False
nmm_t_23414,nmm-04im,['nmm-04im'],True
nmm_t_23415,nmm-04im,['nmm-04im'],True
nmm_t_23416,nmm-04im,['nmm-04im'],True
nmm_t_23417,nmm-04in,[],False
nmm_t_23418,nmm-04in,['nmm-04in'],True
nmm_t_23419,nmm-04in,['nmm-04in'],True
nmm_t_23420,nmm-04in,['nmm-04in'],True
nmm_t_23421,nmm-04io,[],False
nmm_t_23422,nmm-04io,['nmm-04io'],True
nmm_t_23423,nmm-04io,['nmm-04io'],True
nmm_t_23424,nmm-04io,['nmm-04io'],True
nmm_t_23425,nmm-04ip,[],False
nmm_t_23426,nmm-04ip,['nmm-04ip'],True
nmm_t_23427,nmm-04ip,['nmm-04ip'],True
nmm_t_23428,nmm-04ip,['nmm-04ip'],True
nmm_t_23429,nmm-04iq,[],False
nmm_t_23430,nmm-04iq,['nmm-04iq'],True
nmm_t_23431,nmm-04iq,['nmm-04iq'],True
nmm_t_23432,nmm-04iq,['nmm-04iq'],True
nmm_t_23433,nmm-04ir,[],False
nmm_t_23434,nmm-04ir,['nmm-04ir'],True
nmm_t_23435,nmm-04ir,['nmm-04ir'],True
nmm_t_23436,nmm-04ir,['nmm-04ir'],True
nmm_t_23437,nmm-04is,[],False
nmm_t_23438,nmm-04is,['nmm-04is'],True
nmm_t_23439,nmm-04is,['nmm-04is'],True
nmm_t_23440,nmm-04is,['nmm-04is'],True
nmm_t_23441,nmm-04it,[],False
nmm_t_23442,nmm-04it,['nmm-04it'],True
nmm_t_23443,nmm-04it,['nmm-04it'],True
nmm_t_23444,nmm-04it,['nmm-04it'],True
nmm_t_23445,nmm-04iu,[],False
nmm_t_23446,nmm-04iu,['nmm-04iu'],True
nmm_t_23447,nmm-04iu,['nmm-04iu'],True
nmm_t_23448,nmm-04iu,['nmm-04iu'],True
nmm_t_23449,nmm-04iv,[],False
nmm_t_23450,nmm-04iv,['nmm-04iv'],True
nmm_t_23451,nmm-04iv,['nmm-04iv'],True
nmm_t_23452,nmm-04iv,['nmm-04iv'],True
nmm_t_23453,nmm-04iw,[],False
nmm_t_23454,nmm-04iw,['nmm-04iw'],True
nmm_t_23455,nmm-04iw,['nmm-04iw'],True
nmm_t_23456,nmm-04iw,['nmm-04iw'],True
nmm_t_23457,nmm-04ix,[],False
nmm_t_23458,nmm-04ix,['nmm-04ix'],True
nmm_t_23459,nmm-04ix,['nmm-04ix'],True
nmm_t_23460,nmm-04ix,['nmm-04ix'],True
nmm_t_23461,nmm-04iy,[],False
nmm_t_23462,nmm-04iy,['nmm-04iy'],True
nmm_t_23463,nmm-04iy,['nmm-04iy'],True
nmm_t_23464,nmm-04iy,['nmm-04iy'],True
nmm_t_23465,nmm-04iz,[],False
nmm_t_23466,nmm-04iz,['nmm-04iz'],True
nmm_t_23467,nmm-04iz,['nmm-04iz'],True
nmm_t_23468,nmm-04iz,['nmm-04iz'],True
nmm_t_23469,nmm-04j0,[],False
nmm_t_23470,nmm-04j0,['nmm-04j0'],True
nmm_t_23471,nmm-04j0,['nmm-04j0'],True
nmm_t_23472,nmm-04j0,['nmm-04j0'],True
nmm_t_23473,nmm-04j1,[],False
nmm_t_23474,nmm-04j1,['nmm-04j1'],True
nmm_t_23475,nmm-04j1,['nmm-04j1'],True
nmm_t_23476,nmm-04j1,['nmm-04j1'],True
nmm_t_23477,nmm-04j2,[],False
nmm_t_23478,nmm-04j2,['nmm-04j2'],True
nmm_t_23479,nmm-04j2,['nmm-04j2'],True
nmm_t_23480,nmm-04j2,['nmm-04j2'],True
nmm_t_23481,nmm-04j3,[],False
nmm_t_23482,nmm-04j3,['nmm-04j3'],True
nmm_t_23483,nmm-04j3,['nmm-04j3'],True
nmm_t_23484,nmm-04j3,['nmm-04j3'],True
nmm_t_23485,nmm-04j4,[],False
nmm_t_23486,nmm-04j4,['nmm-04j4'],True
nmm_t_23487,nmm-04j4,['nmm-04j4'],True
nmm_t_23488,nmm-04j4,['nmm-04j4'],True
nmm_t_23489,nmm-04j5,[],False
nmm_t_23490,nmm-04j5,['nmm-04j5'],True
nmm_t_23491,nmm-04j5,['nmm-04j5'],True
nmm_t_23492,nmm-04j5,['nmm-04j5'],True
nmm_t_23493,nmm-04j6,[],False
nmm_t_23494,nmm-04j6,['nmm-04j6'],True
nmm_t_23495,nmm-04j6,['nmm-04j6'],True
nmm_t_23496,nmm-04j6,['nmm-04j6'],True
nmm_t_23497,nmm-04j7,[],False
nmm_t_23498,nmm-04j7,['nmm-04j7'],True
nmm_t_23499,nmm-04j7,['nmm-04j7'],True
nmm_t_23500,nmm-04j7,['nmm-04j7'],True
nmm_t_23501,nmm-04j8,[],False
nmm_t_23502,nmm-04j8,['nmm-04j8'],True
nmm_t_23503,nmm-04j8,['nmm-04j8'],True
nmm_t_23504,nmm-04j8,['nmm-04j8'],True
nmm_t_23505,nmm-04j9,[],False
nmm_t_23506,nmm-04j9,['nmm-04j9'],True
nmm_t_23507,nmm-04j9,['nmm-04j9'],True
nmm_t_23508,nmm-04j9,['nmm-04j9'],True
nmm_t_23509,nmm-04ja,[],False
nmm_t_23510,nmm-04ja,['nmm-04ja'],True
nmm_t_23511,nmm-04ja,['nmm-04ja'],True
nmm_t_23512,nmm-04ja,['nmm-04ja'],True
nmm_t_23513,nmm-04jb,[],False
nmm_t_23514,nmm-04jb,['nmm-04jb'],True
nmm_t_23515,nmm-04jb,['nmm-04jb'],True
nmm_t_23516,nmm-04jb,['nmm-04jb'],True
nmm_t_23517,nmm-04jc,[],False
nmm_t_23518,nmm-04jc,['nmm-04jc'],True
nmm_t_23519,nmm-04jc,['nmm-04jc'],True
nmm_t_23520,nmm-04jc,['nmm-04jc'],True
nmm_t_23521,nmm-04jd,[],False
nmm_t_23522,nmm-04jd,['nmm-04jd'],True
nmm_t_23523,nmm-04jd,['nmm-04jd'],True
nmm_t_23524,nmm-04jd,['nmm-04jd'],True
nmm_t_23525,nmm-04je,[],False
nmm_t_23526,nmm-04je,['nmm-04je'],True
nmm_t_23527,nmm-04je,['nmm-04je'],True
nmm_t_23528,nmm-04je,['nmm-04je'],True
nmm_t_23529,nmm-04jf,[],False
nmm_t_23530,nmm-04jf,['nmm-04jf'],True
nmm_t_23531,nmm-04jf,['nmm-04jf'],True
nmm_t_23532,nmm-04jf,['nmm-04jf'],True
nmm_t_23533,nmm-04jg,[],False
nmm_t_23534,nmm-04jg,['nmm-04jg'],True
nmm_t_23535,nmm-04jg,['nmm-04jg'],True
nmm_t_23536,nmm-04jg,['nmm-04jg'],True
nmm_t_23537,nmm-04jh,[],False
nmm_t_23538,nmm-04jh,['nmm-04jh'],True
nmm_t_23539,nmm-04jh,['nmm-04jh'],True
nmm_t_23540,nmm-04jh,['nmm-04jh'],True
nmm_t_23541,nmm-04ji,[],False
nmm_t_23542,nmm-04ji,['nmm-04ji'],True
nmm_t_23543,nmm-04ji,['nmm-04ji'],True
nmm_t_23544,nmm-04ji,['nmm-04ji'],True
nmm_t_23545,nmm-04jj,[],False
nmm_t_23546,nmm-04jj,['nmm-04jj'],True
nmm_t_23547,nmm-04jj,['nmm-04jj'],True
nmm_t_23548,nmm-04jj,['nmm-04jj'],True
nmm_t_23549,nmm-04jk,[],False
nmm_t_23550,nmm-04jk,['nmm-04jk'],True
nmm_t_23551,nmm-04jk,['nmm-04jk'],True
nmm_t_23552,nmm-04jk,['nmm-04jk'],True
nmm_t_23553,nmm-04jl,[],False
nmm_t_23554,nmm-04jl,['nmm-04jl'],True
nmm_t_23555,nmm-04jl,['nmm-04jl'],True
nmm_t_23556,nmm-04jl,['nmm-04jl'],True
nmm_t_23557,nmm-04jm,[],False
nmm_t_23558,nmm-04jm,['nmm-04jm'],True
nmm_t_23559,nmm-04jm,['nmm-04jm'],True
nmm_t_23560,nmm-04jm,['nmm-04jm'],True
nmm_t_23561,nmm-04jn,[],False
nmm_t_23562,nmm-04jn,['nmm-04jn'],True
nmm_t_23563,nmm-04jn,['nmm-04jn'],True
nmm_t_23564,nmm-04jn,['nmm-04jn'],True
nmm_t_23565,nmm-04jo,[],False
nmm_t_23566,nmm-04jo,['nmm-04jo'],True
nmm_t_23567,nmm-04jo,['nmm-04jo'],True
nmm_t_23568,nmm-04jo,['nmm-04jo'],True
nmm_t_23569,nmm-04jp,[],False
nmm_t_23570,nmm-04jp,['nmm-04jp'],True
nmm_t_23571,nmm-04jp,['nmm-04jp'],True
nmm_t_23572,nmm-04jp,['nmm-04jp'],True
nmm_t_23573,nmm-04jq,[],False
nmm_t_23574,nmm-04jq,['nmm-04jq'],True
nmm_t_23575,nmm-04jq,['nmm-04jq'],True
nmm_t_23576,nmm-04jq,['nmm-04jq'],True
nmm_t_23577,nmm-04jr,[],False
nmm_t_23578,nmm-04jr,['nmm-04jr'],True
nmm_t_23579,nmm-04jr,['nmm-04jr'],True
nmm_t_23580,nmm-04jr,['nmm-04jr'],True
nmm_t_23581,nmm-04js,[],False
nmm_t_23582,nmm-04js,['nmm-04js'],True
nmm_t_23583,nmm-04js,['nmm-04js'],True
nmm_t_23584,nmm-04js,['nmm-04js'],True
nmm_t_23585,nmm-04jt,[],False
nmm_t_23586,nmm-04jt,['nmm-04jt'],True
nmm_t_23587,nmm-04jt,['nmm-04jt'],True
nmm_t_23588,nmm-04jt,['nmm-04jt'],True
nmm_t_23589,nmm-04ju,[],False
nmm_t_23590,nmm-04ju,['nmm-04ju'],True
nmm_t_23591,nmm-04ju,['nmm-04ju'],True
nmm_t_23592,nmm-04ju,['nmm-04ju'],True
nmm_t_23593,nmm-04jv,[],False
nmm_t_23594,nmm-04jv,['nmm-04jv'],True
nmm_t_23595,nmm-04jv,['nmm-04jv'],True
nmm_t_23596,nmm-04jv,['nmm-04jv'],True
nmm_t_23597,nmm-04jw,[],False
nmm_t_23598,nmm-04jw,['nmm-04jw'],True
nmm_t_23599,nmm-04jw,['nmm-04jw'],True
nmm_t_23600,nmm-04jw,['nmm-04jw'],True
nmm_t_23601,nmm-04jx,[],False
nmm_t_23602,nmm-04jx,['nmm-04jx'],True
nmm_t_23603,nmm-04jx,['nmm-04jx'],True
nmm_t_23604,nmm-04jx,['nmm-04jx'],True
nmm_t_23605,nmm-04jy,[],False
nmm_t_23606,nmm-04jy,['nmm-04jy'],True
nmm_t_23607,nmm-04jy,['nmm-04jy'],True
nmm_t_23608,nmm-04jy,['nmm-04jy'],True
nmm_t_23609,nmm-04jz,[],False
nmm_t_23610,nmm-04jz,['nmm-04jz'],True
nmm_t_23611,nmm-04jz,['nmm-04jz'],True
nmm_t_23612,nmm-04jz,['nmm-04jz'],True
nmm_t_23613,nmm-04k0,[],False
nmm_t_23614,nmm-04k0,['nmm-04k0'],True
nmm_t_23615,nmm-04k0,['nmm-04k0'],True
nmm_t_23616,nmm-04k0,['nmm-04k0'],True
nmm_t_23617,nmm-04k1,[],False
nmm_t_23618,nmm-04k1,['nmm-04k1'],True
nmm_t_23619,nmm-04k1,['nmm-04k1'],True
nmm_t_23620,nmm-04k1,['nmm-04k1'],True
nmm_t_23621,nmm-04k2,[],False
nmm_t_23622,nmm-04k2,['nmm-04k2'],True
nmm_t_23623,nmm-04k2,['nmm-04k2'],True
nmm_t_23624,nmm-04k2,['nmm-04k2'],True
nmm_t_23625,nmm-04k3,[],False
nmm_t_23626,nmm-04k3,['nmm-04k3'],True
nmm_t_23627,nmm-04k3,['nmm-04k3'],True
nmm_t_23628,nmm-04k3,['nmm-04k3'],True
nmm_t_23629,nmm-04k4,[],False
nmm_t_23630,nmm-04k4,['nmm-04k4'],True
nmm_t_23631,nmm-04k4,['nmm-04k4'],True
nmm_t_23632,nmm-04k4,['nmm-04k4'],True
nmm_t_23633,nmm-04k5,[],False
nmm_t_23634,nmm-04k5,['nmm-04k5'],True
nmm_t_23635,nmm-04k5,['nmm-04k5'],True
nmm_t_23636,nmm-04k5,['nmm-04k5'],True
nmm_t_23637,nmm-04k6,[],False
nmm_t_23638,nmm-04k6,['nmm-04k6'],True
nmm_t_23639,nmm-04k6,['nmm-04k6'],True
nmm_t_23640,nmm-04k6,['nmm-04k6'],True
nmm_t_23641,nmm-04k7,[],False
nmm_t_23642,nmm-04k7,['nmm-04k7'],True
nmm_t_23643,nmm-04k7,['nmm-04k7'],True
nmm_t_23644,nmm-04k7,['nmm-04k7'],True
nmm_t_23645,nmm-04k8,[],False
nmm_t_23646,nmm-04k8,['nmm-04k8'],True
nmm_t_23647,nmm-04k8,['nmm-04k8'],True
nmm_t_23648,nmm-04k8,['nmm-04k8'],True
nmm_t_23649,nmm-04k9,[],False
nmm_t_23650,nmm-04k9,['nmm-04k9'],True
nmm_t_23651,nmm-04k9,['nmm-04k9'],True
nmm_t_23652,nmm-04k9,['nmm-04k9'],True
nmm_t_23653,nmm-04ka,[],False
nmm_t_23654,nmm-04ka,['nmm-04ka'],True
nmm_t_23655,nmm-04ka,['nmm-04ka'],True
nmm_t_23656,nmm-04ka,['nmm-04ka'],True
nmm_t_23657,nmm-04kb,[],False
nmm_t_23658,nmm-04kb,['nmm-04kb'],True
nmm_t_23659,nmm-04kb,['nmm-04kb'],True
nmm_t_23660,nmm-04kb,['nmm-04kb'],True
nmm_t_23661,nmm-04kc,[],False
nmm_t_23662,nmm-04kc,['nmm-04kc'],True
nmm_t_23663,nmm-04kc,['nmm-04kc'],True
nmm_t_23664,nmm-04kc,['nmm-04kc'],True
nmm_t_23665,nmm-04kd,[],False
nmm_t_23666,nmm-04kd,['nmm-04kd'],True
nmm_t_23667,nmm-04kd,['nmm-04kd'],True
nmm_t_23668,nmm-04kd,['nmm-04kd'],True
nmm_t_23669,nmm-04ke,[],False
nmm_t_23670,nmm-04ke,['nmm-04ke'],True
nmm_t_23671,nmm-04ke,['nmm-04ke'],True
nmm_t_23672,nmm-04ke,['nmm-04ke'],True
nmm_t_23673,nmm-04kf,[],False
nmm_t_23674,nmm-04kf,['nmm-04kf'],True
nmm_t_23675,nmm-04kf,['nmm-04kf'],True
nmm_t_23676,nmm-04kf,['nmm-04kf'],True
nmm_t_23677,nmm-04kg,[],False
nmm_t_23678,nmm-04kg,['nmm-04kg'],True
nmm_t_23679,nmm-04kg,['nmm-04kg'],True
nmm_t_23680,nmm-04kg,['nmm-04kg'],True
nmm_t_23681,nmm-04kh,[],False
nmm_t_23682,nmm-04kh,['nmm-04kh'],True
nmm_t_23683,nmm-04kh,['nmm-04kh'],True
